Zip Code,City,State,County
10004,New York,NY,New York County
10005,New York,NY,New York County
10006,New York,NY,New York County
10007,New York,NY,New York County
10008,New York,NY,New York County
10009,New York,NY,New York County
10010,New York,NY,New York County
10011,New York,NY,New York County
10012,New York,NY,New York County
10013,New York,NY,New York County
10014,New York,NY,New York County
10015,New York,NY,New York County
10016,New York,NY,New York County
10017,New York,NY,New York County
10018,New York,NY,New York County
10019,New York,NY,New York County
10020,New York,NY,New York County
10021,New York,NY,New York County
10022,New York,NY,New York County
10023,New York,NY,New York County
10024,New York,NY,New York County
10025,New York,NY,New York County
10026,New York,NY,New York County
10027,New York,NY,New York County
10028,New York,NY,New York County
10029,New York,NY,New York County
10030,New York,NY,New York County
10031,New York,NY,New York County
10032,New York,NY,New York County
10033,New York,NY,New York County
10034,New York,NY,New York County
10035,New York,NY,New York County
10036,New York,NY,New York County
10037,New York,NY,New York County
10038,New York,NY,New York County
10039,New York,NY,New York County
10040,New York,NY,New York County
10041,New York,NY,New York County
10043,New York,NY,New York County
10044,New York,NY,New York County
10045,New York,NY,New York County
10046,New York,NY,New York County
10047,New York,NY,New York County
10048,New York,NY,New York County
10055,New York,NY,New York County
10060,New York,NY,New York County
10065,New York,NY,New York County
10069,New York,NY,New York County
10072,New York,NY,New York County
10075,New York,NY,New York County
10079,New York,NY,New York County
10080,New York,NY,New York County
10081,New York,NY,New York County
10082,New York,NY,New York County
10087,New York,NY,New York County
10090,New York,NY,New York County
10094,New York,NY,New York County
10095,New York,NY,New York County
10096,New York,NY,New York County
10098,New York,NY,New York County
10099,New York,NY,New York County
10101,New York,NY,New York County
10102,New York,NY,New York County
10103,New York,NY,New York County
10104,New York,NY,New York County
10105,New York,NY,New York County
10106,New York,NY,New York County
10107,New York,NY,New York County
10108,New York,NY,New York County
10109,New York,NY,New York County
10110,New York,NY,New York County
10111,New York,NY,New York County
10112,New York,NY,New York County
10113,New York,NY,New York County
10114,New York,NY,New York County
10115,New York,NY,New York County
10116,New York,NY,New York County
10117,New York,NY,New York County
10118,New York,NY,New York County
10119,New York,NY,New York County
10120,New York,NY,New York County
10121,New York,NY,New York County
10122,New York,NY,New York County
10123,New York,NY,New York County
10124,New York,NY,New York County
10125,New York,NY,New York County
10126,New York,NY,New York County
10128,New York,NY,New York County
10129,New York,NY,New York County
10130,New York,NY,New York County
10131,New York,NY,New York County
10132,New York,NY,New York County
10133,New York,NY,New York County
10138,New York,NY,New York County
10149,New York,NY,New York County
10150,New York,NY,New York County
10151,New York,NY,New York County
10152,New York,NY,New York County
10153,New York,NY,New York County
10154,New York,NY,New York County
10155,New York,NY,New York County
10156,New York,NY,New York County
10157,New York,NY,New York County
10158,New York,NY,New York County
10159,New York,NY,New York County
10160,New York,NY,New York County
10161,New York,NY,New York County
10162,New York,NY,New York County
10163,New York,NY,New York County
10164,New York,NY,New York County
10165,New York,NY,New York County
10166,New York,NY,New York County
10167,New York,NY,New York County
10168,New York,NY,New York County
10169,New York,NY,New York County
10170,New York,NY,New York County
10171,New York,NY,New York County
10172,New York,NY,New York County
10173,New York,NY,New York County
10174,New York,NY,New York County
10175,New York,NY,New York County
10176,New York,NY,New York County
10177,New York,NY,New York County
10178,New York,NY,New York County
10179,New York,NY,New York County
10184,New York,NY,New York County
10185,New York,NY,New York County
10196,New York,NY,New York County
10197,New York,NY,New York County
10199,New York,NY,New York County
10200,New York,NY,
10203,New York,NY,New York County
10211,New York,NY,New York County
10212,New York,NY,New York County
10213,New York,NY,New York County
10242,New York,NY,New York County
10249,New York,NY,New York County
10256,New York,NY,New York County
10257,New York,NY,New York County
10258,New York,NY,New York County
10259,New York,NY,New York County
10260,New York,NY,New York County
10261,New York,NY,New York County
10265,New York,NY,New York County
10268,New York,NY,New York County
10269,New York,NY,New York County
10270,New York,NY,New York County
10271,New York,NY,New York County
10272,New York,NY,New York County
10273,New York,NY,New York County
10274,New York,NY,New York County
10275,New York,NY,New York County
10276,New York,NY,New York County
10277,New York,NY,New York County
10278,New York,NY,New York County
10279,New York,NY,New York County
10280,New York,NY,New York County
10281,New York,NY,New York County
10282,New York,NY,New York County
10285,New York,NY,New York County
10286,New York,NY,New York County
10292,New York,NY,New York County
10301,Staten Island,NY,Richmond County
10302,Staten Island,NY,Richmond County
10303,Staten Island,NY,Richmond County
10304,Staten Island,NY,Richmond County
10305,Staten Island,NY,Richmond County
10306,Staten Island,NY,Richmond County
10307,Staten Island,NY,Richmond County
10308,Staten Island,NY,Richmond County
10309,Staten Island,NY,Richmond County
10310,Staten Island,NY,Richmond County
10311,Staten Island,NY,Richmond County
10312,Staten Island,NY,Richmond County
10313,Staten Island,NY,Richmond County
10314,Staten Island,NY,Richmond County
10451,Bronx,NY,Bronx County
10452,Bronx,NY,Bronx County
10453,Bronx,NY,Bronx County
10454,Bronx,NY,Bronx County
10455,Bronx,NY,Bronx County
10456,Bronx,NY,Bronx County
10457,Bronx,NY,Bronx County
10458,Bronx,NY,Bronx County
10459,Bronx,NY,Bronx County
10460,Bronx,NY,Bronx County
10461,Bronx,NY,Bronx County
10462,Bronx,NY,Bronx County
10463,Bronx,NY,Bronx County
10464,Bronx,NY,Bronx County
10465,Bronx,NY,Bronx County
10466,Bronx,NY,Bronx County
10467,Bronx,NY,Bronx County
10468,Bronx,NY,Bronx County
10469,Bronx,NY,Bronx County
10470,Bronx,NY,Bronx County
10471,Bronx,NY,Bronx County
10472,Bronx,NY,Bronx County
10473,Bronx,NY,Bronx County
10474,Bronx,NY,Bronx County
10475,Bronx,NY,Bronx County
10499,Bronx,NY,Bronx County
10501,Amawalk,NY,Westchester County
10502,Ardsley,NY,Westchester County
10503,Ardsley On Hudson,NY,Westchester County
10504,Armonk,NY,Westchester County
10505,Baldwin Place,NY,Westchester County
10506,Bedford,NY,Westchester County
10507,Bedford Hills,NY,Westchester County
10509,Brewster,NY,Putnam County
10510,Briarcliff Manor,NY,Westchester County
10511,Buchanan,NY,Westchester County
10512,Carmel,NY,Putnam County
10514,Chappaqua,NY,Westchester County
10516,Cold Spring,NY,Putnam County
10517,Crompond,NY,Westchester County
10518,Cross River,NY,Westchester County
10519,Croton Falls,NY,Westchester County
10520,Croton On Hudson,NY,Westchester County
10521,Croton On Hudson,NY,Westchester County
10522,Dobbs Ferry,NY,Westchester County
10523,Elmsford,NY,Westchester County
10524,Garrison,NY,Putnam County
10526,Goldens Bridge,NY,Westchester County
10527,Granite Springs,NY,Westchester County
10528,Harrison,NY,Westchester County
10530,Hartsdale,NY,Westchester County
10532,Hawthorne,NY,Westchester County
10533,Irvington,NY,Westchester County
10535,Jefferson Valley,NY,Westchester County
10536,Katonah,NY,Westchester County
10537,Lake Peekskill,NY,Putnam County
10538,Larchmont,NY,Westchester County
10540,Lincolndale,NY,Westchester County
10541,Mahopac,NY,Putnam County
10542,Mahopac Falls,NY,Putnam County
10543,Mamaroneck,NY,Westchester County
10545,Maryknoll,NY,Westchester County
10546,Millwood,NY,Westchester County
10547,Mohegan Lake,NY,Westchester County
10548,Montrose,NY,Westchester County
10549,Mount Kisco,NY,Westchester County
10550,Mount Vernon,NY,Westchester County
10551,Mount Vernon,NY,Westchester County
10552,Mount Vernon,NY,Westchester County
10553,Mount Vernon,NY,Westchester County
10557,Mount Vernon,NY,Westchester County
10558,Mount Vernon,NY,Westchester County
10560,North Salem,NY,Westchester County
10562,Ossining,NY,Westchester County
10566,Peekskill,NY,Westchester County
10567,Cortlandt Manor,NY,Westchester County
10570,Pleasantville,NY,Westchester County
10571,Pleasantville,NY,Westchester County
10572,Pleasantville,NY,Westchester County
10573,Port Chester,NY,Westchester County
10576,Pound Ridge,NY,Westchester County
10577,Purchase,NY,Westchester County
10578,Purdys,NY,Westchester County
10579,Putnam Valley,NY,Putnam County
10580,Rye,NY,Westchester County
10583,Scarsdale,NY,Westchester County
10587,Shenorock,NY,Westchester County
10588,Shrub Oak,NY,Westchester County
10589,Somers,NY,Westchester County
10590,South Salem,NY,Westchester County
10591,Tarrytown,NY,Westchester County
10594,Thornwood,NY,Westchester County
10595,Valhalla,NY,Westchester County
10596,Verplanck,NY,Westchester County
10597,Waccabuc,NY,Westchester County
10598,Yorktown Heights,NY,Westchester County
10601,White Plains,NY,Westchester County
10602,White Plains,NY,Westchester County
10603,White Plains,NY,Westchester County
10604,West Harrison,NY,Westchester County
10605,White Plains,NY,Westchester County
10606,White Plains,NY,Westchester County
10607,White Plains,NY,Westchester County
10610,White Plains,NY,Westchester County
10701,Yonkers,NY,Westchester County
10702,Yonkers,NY,Westchester County
10703,Yonkers,NY,Westchester County
10704,Yonkers,NY,Westchester County
10705,Yonkers,NY,Westchester County
10706,Hastings On Hudson,NY,Westchester County
10707,Tuckahoe,NY,Westchester County
10708,Bronxville,NY,Westchester County
10709,Eastchester,NY,Westchester County
10710,Yonkers,NY,Westchester County
10801,New Rochelle,NY,Westchester County
10802,New Rochelle,NY,Westchester County
10803,Pelham,NY,Westchester County
10804,New Rochelle,NY,Westchester County
10805,New Rochelle,NY,Westchester County
10901,Suffern,NY,Rockland County
10910,Arden,NY,Orange County
10911,Bear Mountain,NY,Rockland County
10912,Bellvale,NY,Orange County
10913,Blauvelt,NY,Rockland County
10914,Blooming Grove,NY,Orange County
10915,Bullville,NY,Orange County
10916,Campbell Hall,NY,Orange County
10917,Central Valley,NY,Orange County
10918,Chester,NY,Orange County
10919,Circleville,NY,Orange County
10920,Congers,NY,Rockland County
10921,Florida,NY,Orange County
10922,Fort Montgomery,NY,Orange County
10923,Garnerville,NY,Rockland County
10924,Goshen,NY,Orange County
10925,Greenwood Lake,NY,Orange County
10926,Harriman,NY,Orange County
10927,Haverstraw,NY,Rockland County
10928,Highland Falls,NY,Orange County
10930,Highland Mills,NY,Orange County
10931,Hillburn,NY,Rockland County
10932,Howells,NY,Orange County
10933,Johnson,NY,Orange County
10940,Middletown,NY,Orange County
10941,Middletown,NY,Orange County
10943,Middletown,NY,Orange County
10949,Monroe,NY,Orange County
10950,Monroe,NY,Orange County
10952,Monsey,NY,Rockland County
10953,Mountainville,NY,Orange County
10954,Nanuet,NY,Rockland County
10956,New City,NY,Rockland County
10958,New Hampton,NY,Orange County
10959,New Milford,NY,Orange County
10960,Nyack,NY,Rockland County
10962,Orangeburg,NY,Rockland County
10963,Otisville,NY,Orange County
10964,Palisades,NY,Rockland County
10965,Pearl River,NY,Rockland County
10968,Piermont,NY,Rockland County
10969,Pine Island,NY,Orange County
10970,Pomona,NY,Rockland County
10973,Slate Hill,NY,Orange County
10974,Sloatsburg,NY,Rockland County
10975,Southfields,NY,Orange County
10976,Sparkill,NY,Rockland County
10977,Spring Valley,NY,Rockland County
10979,Sterling Forest,NY,Orange County
10980,Stony Point,NY,Rockland County
10981,Sugar Loaf,NY,Orange County
10982,Tallman,NY,Rockland County
10983,Tappan,NY,Rockland County
10984,Thiells,NY,Rockland County
10985,Thompson Ridge,NY,Orange County
10986,Tomkins Cove,NY,Rockland County
10987,Tuxedo Park,NY,Orange County
10988,Unionville,NY,Orange County
10989,Valley Cottage,NY,Rockland County
10990,Warwick,NY,Orange County
10992,Washingtonville,NY,Orange County
10993,West Haverstraw,NY,Rockland County
10994,West Nyack,NY,Rockland County
10996,West Point,NY,Orange County
10997,West Point,NY,Orange County
10998,Westtown,NY,Orange County
11001,Floral Park,NY,Nassau County
11002,Floral Park,NY,Queens County
11003,Elmont,NY,Nassau County
11004,Glen Oaks,NY,Queens County
11005,Floral Park,NY,Queens County
11010,Franklin Square,NY,Nassau County
11020,Great Neck,NY,Nassau County
11021,Great Neck,NY,Nassau County
11022,Great Neck,NY,Nassau County
11023,Great Neck,NY,Nassau County
11024,Great Neck,NY,Nassau County
11025,Great Neck,NY,Nassau County
11026,Great Neck,NY,Nassau County
11027,Great Neck,NY,Nassau County
11030,Manhasset,NY,Nassau County
11040,New Hyde Park,NY,Nassau County
11041,New Hyde Park,NY,Nassau County
11042,New Hyde Park,NY,Nassau County
11043,New Hyde Park,NY,Nassau County
11044,New Hyde Park,NY,Nassau County
11050,Port Washington,NY,Nassau County
11051,Port Washington,NY,Nassau County
11052,Port Washington,NY,Nassau County
11053,Port Washington,NY,Nassau County
11054,Port Washington,NY,Nassau County
11055,Port Washington,NY,Nassau County
11096,Inwood,NY,Nassau County
11099,New Hyde Park,NY,Nassau County
11101,Long Island City,NY,Queens County
11102,Astoria,NY,Queens County
11103,Astoria,NY,Queens County
11104,Sunnyside,NY,Queens County
11105,Astoria,NY,Queens County
11106,Astoria,NY,Queens County
11109,Long Island City,NY,Queens County
11120,Long Island City,NY,Queens County
11201,Brooklyn,NY,Kings County
11202,Brooklyn,NY,Kings County
11203,Brooklyn,NY,Kings County
11204,Brooklyn,NY,Kings County
11205,Brooklyn,NY,Kings County
11206,Brooklyn,NY,Kings County
11207,Brooklyn,NY,Kings County
11208,Brooklyn,NY,Kings County
11209,Brooklyn,NY,Kings County
11210,Brooklyn,NY,Kings County
11211,Brooklyn,NY,Kings County
11212,Brooklyn,NY,Kings County
11213,Brooklyn,NY,Kings County
11214,Brooklyn,NY,Kings County
11215,Brooklyn,NY,Kings County
11216,Brooklyn,NY,Kings County
11217,Brooklyn,NY,Kings County
11218,Brooklyn,NY,Kings County
11219,Brooklyn,NY,Kings County
11220,Brooklyn,NY,Kings County
11221,Brooklyn,NY,Kings County
11222,Brooklyn,NY,Kings County
11223,Brooklyn,NY,Kings County
11224,Brooklyn,NY,Kings County
11225,Brooklyn,NY,Kings County
11226,Brooklyn,NY,Kings County
11228,Brooklyn,NY,Kings County
11229,Brooklyn,NY,Kings County
11230,Brooklyn,NY,Kings County
11231,Brooklyn,NY,Kings County
11232,Brooklyn,NY,Kings County
11233,Brooklyn,NY,Kings County
11234,Brooklyn,NY,Kings County
11235,Brooklyn,NY,Kings County
11236,Brooklyn,NY,Kings County
11237,Brooklyn,NY,Kings County
11238,Brooklyn,NY,Kings County
11239,Brooklyn,NY,Kings County
11240,Brooklyn,NY,Kings County
11241,Brooklyn,NY,Kings County
11242,Brooklyn,NY,Kings County
11243,Brooklyn,NY,Kings County
11244,Brooklyn,NY,Kings County
11245,Brooklyn,NY,Kings County
11247,Brooklyn,NY,Kings County
11248,Brooklyn,NY,Kings County
11249,Brooklyn,NY,Kings County
11251,Brooklyn,NY,Kings County
11252,Brooklyn,NY,Kings County
11254,Brooklyn,NY,Kings County
11255,Brooklyn,NY,Kings County
11256,Brooklyn,NY,Kings County
11351,Flushing,NY,Queens County
11352,Flushing,NY,Queens County
11354,Flushing,NY,Queens County
11355,Flushing,NY,Queens County
11356,College Point,NY,Queens County
11357,Whitestone,NY,Queens County
11358,Flushing,NY,Queens County
11359,Bayside,NY,Queens County
11360,Bayside,NY,Queens County
11361,Bayside,NY,Queens County
11362,Little Neck,NY,Queens County
11363,Little Neck,NY,Queens County
11364,Oakland Gardens,NY,Queens County
11365,Fresh Meadows,NY,Queens County
11366,Fresh Meadows,NY,Queens County
11367,Flushing,NY,Queens County
11368,Corona,NY,Queens County
11369,East Elmhurst,NY,Queens County
11370,East Elmhurst,NY,Queens County
11371,Flushing,NY,Queens County
11372,Jackson Heights,NY,Queens County
11373,Elmhurst,NY,Queens County
11374,Rego Park,NY,Queens County
11375,Forest Hills,NY,Queens County
11377,Woodside,NY,Queens County
11378,Maspeth,NY,Queens County
11379,Middle Village,NY,Queens County
11380,Elmhurst,NY,Queens County
11381,Flushing,NY,Queens County
11385,Ridgewood,NY,Queens County
11386,Ridgewood,NY,Queens County
11390,Flushing,NY,Queens County
11405,Jamaica,NY,Queens County
11411,Cambria Heights,NY,Queens County
11412,Saint Albans,NY,Queens County
11413,Springfield Gardens,NY,Queens County
11414,Howard Beach,NY,Queens County
11415,Kew Gardens,NY,Queens County
11416,Ozone Park,NY,Queens County
11417,Ozone Park,NY,Queens County
11418,Richmond Hill,NY,Queens County
11419,South Richmond Hill,NY,Queens County
11420,South Ozone Park,NY,Queens County
11421,Woodhaven,NY,Queens County
11422,Rosedale,NY,Queens County
11423,Hollis,NY,Queens County
11424,Jamaica,NY,Queens County
11425,Jamaica,NY,Kings County
11426,Bellerose,NY,Queens County
11427,Queens Village,NY,Queens County
11428,Queens Village,NY,Queens County
11429,Queens Village,NY,Queens County
11430,Jamaica,NY,Queens County
11431,Jamaica,NY,Queens County
11432,Jamaica,NY,Queens County
11433,Jamaica,NY,Queens County
11434,Jamaica,NY,Queens County
11435,Jamaica,NY,Queens County
11436,Jamaica,NY,Queens County
11437,Jamaica,NY,
11439,Jamaica,NY,Queens County
11451,Jamaica,NY,Queens County
11499,Jamaica,NY,Queens County
11501,Mineola,NY,Nassau County
11507,Albertson,NY,Nassau County
11509,Atlantic Beach,NY,Nassau County
11510,Baldwin,NY,Nassau County
11514,Carle Place,NY,Nassau County
11516,Cedarhurst,NY,Nassau County
11518,East Rockaway,NY,Nassau County
11520,Freeport,NY,Nassau County
11530,Garden City,NY,Nassau County
11531,Garden City,NY,Nassau County
11535,Garden City,NY,Nassau County
11536,Garden City,NY,Nassau County
11542,Glen Cove,NY,Nassau County
11545,Glen Head,NY,Nassau County
11547,Glenwood Landing,NY,Nassau County
11548,Greenvale,NY,Nassau County
11549,Hempstead,NY,Nassau County
11550,Hempstead,NY,Nassau County
11551,Hempstead,NY,Nassau County
11552,West Hempstead,NY,Nassau County
11553,Uniondale,NY,Nassau County
11554,East Meadow,NY,Nassau County
11555,Uniondale,NY,Nassau County
11556,Uniondale,NY,Nassau County
11557,Hewlett,NY,Nassau County
11558,Island Park,NY,Nassau County
11559,Lawrence,NY,Nassau County
11560,Locust Valley,NY,Nassau County
11561,Long Beach,NY,Nassau County
11563,Lynbrook,NY,Nassau County
11565,Malverne,NY,Nassau County
11566,Merrick,NY,Nassau County
11568,Old Westbury,NY,Nassau County
11569,Point Lookout,NY,Nassau County
11570,Rockville Centre,NY,Nassau County
11571,Rockville Centre,NY,Nassau County
11572,Oceanside,NY,Nassau County
11575,Roosevelt,NY,Nassau County
11576,Roslyn,NY,Nassau County
11577,Roslyn Heights,NY,Nassau County
11579,Sea Cliff,NY,Nassau County
11580,Valley Stream,NY,Nassau County
11581,Valley Stream,NY,Nassau County
11582,Valley Stream,NY,Nassau County
11590,Westbury,NY,Nassau County
11592,Rockville Center,NY,Nassau County
11594,Westbury,NY,Nassau County
11595,Westbury,NY,Nassau County
11596,Williston Park,NY,Nassau County
11597,Westbury,NY,Nassau County
11598,Woodmere,NY,Nassau County
11599,Garden City,NY,Nassau County
11690,Far Rockaway,NY,Queens County
11691,Far Rockaway,NY,Queens County
11692,Arverne,NY,Queens County
11693,Far Rockaway,NY,Queens County
11694,Rockaway Park,NY,Queens County
11695,Far Rockaway,NY,Queens County
11697,Breezy Point,NY,Queens County
11701,Amityville,NY,Suffolk County
11702,Babylon,NY,Suffolk County
11703,North Babylon,NY,Suffolk County
11704,West Babylon,NY,Suffolk County
11705,Bayport,NY,Suffolk County
11706,Bay Shore,NY,Suffolk County
11707,West Babylon,NY,Suffolk County
11708,Amityville,NY,Suffolk County
11709,Bayville,NY,Nassau County
11710,Bellmore,NY,Nassau County
11713,Bellport,NY,Suffolk County
11714,Bethpage,NY,Nassau County
11715,Blue Point,NY,Suffolk County
11716,Bohemia,NY,Suffolk County
11717,Brentwood,NY,Suffolk County
11718,Brightwaters,NY,Suffolk County
11719,Brookhaven,NY,Suffolk County
11720,Centereach,NY,Suffolk County
11721,Centerport,NY,Suffolk County
11722,Central Islip,NY,Suffolk County
11724,Cold Spring Harbor,NY,Suffolk County
11725,Commack,NY,Suffolk County
11726,Copiague,NY,Suffolk County
11727,Coram,NY,Suffolk County
11729,Deer Park,NY,Suffolk County
11730,East Islip,NY,Suffolk County
11731,East Northport,NY,Suffolk County
11732,East Norwich,NY,Nassau County
11733,East Setauket,NY,Suffolk County
11735,Farmingdale,NY,Nassau County
11736,Farmingdale,NY,Nassau County
11737,Farmingdale,NY,Nassau County
11738,Farmingville,NY,Suffolk County
11739,Great River,NY,Suffolk County
11740,Greenlawn,NY,Suffolk County
11741,Holbrook,NY,Suffolk County
11742,Holtsville,NY,Suffolk County
11743,Huntington,NY,Suffolk County
11746,Huntington Station,NY,Suffolk County
11747,Melville,NY,Suffolk County
11749,Islandia,NY,Suffolk County
11750,Huntington Station,NY,Suffolk County
11751,Islip,NY,Suffolk County
11752,Islip Terrace,NY,Suffolk County
11753,Jericho,NY,Nassau County
11754,Kings Park,NY,Suffolk County
11755,Lake Grove,NY,Suffolk County
11756,Levittown,NY,Nassau County
11757,Lindenhurst,NY,Suffolk County
11758,Massapequa,NY,Nassau County
11760,Melville,NY,Suffolk County
11762,Massapequa Park,NY,Nassau County
11763,Medford,NY,Suffolk County
11764,Miller Place,NY,Suffolk County
11765,Mill Neck,NY,Nassau County
11766,Mount Sinai,NY,Suffolk County
11767,Nesconset,NY,Suffolk County
11768,Northport,NY,Suffolk County
11769,Oakdale,NY,Suffolk County
11770,Ocean Beach,NY,Suffolk County
11771,Oyster Bay,NY,Nassau County
11772,Patchogue,NY,Suffolk County
11773,Melville,NY,Nassau County
11774,Farmingdale,NY,Nassau County
11775,Melville,NY,Suffolk County
11776,Port Jefferson Station,NY,Suffolk County
11777,Port Jefferson,NY,Suffolk County
11778,Rocky Point,NY,Suffolk County
11779,Ronkonkoma,NY,Suffolk County
11780,Saint James,NY,Suffolk County
11782,Sayville,NY,Suffolk County
11783,Seaford,NY,Nassau County
11784,Selden,NY,Suffolk County
11786,Shoreham,NY,Suffolk County
11787,Smithtown,NY,Suffolk County
11788,Hauppauge,NY,Suffolk County
11789,Sound Beach,NY,Suffolk County
11790,Stony Brook,NY,Suffolk County
11791,Syosset,NY,Nassau County
11792,Wading River,NY,Suffolk County
11793,Wantagh,NY,Nassau County
11794,Stony Brook,NY,Suffolk County
11795,West Islip,NY,Suffolk County
11796,West Sayville,NY,Suffolk County
11797,Woodbury,NY,Nassau County
11798,Wyandanch,NY,Suffolk County
11801,Hicksville,NY,Nassau County
11802,Hicksville,NY,Nassau County
11803,Plainview,NY,Nassau County
11804,Old Bethpage,NY,Nassau County
11815,Hicksville,NY,Nassau County
11819,Hicksville,NY,Nassau County
11853,Jericho,NY,Nassau County
11854,Hicksville,NY,Nassau County
11855,Hicksville,NY,Nassau County
11901,Riverhead,NY,Suffolk County
11930,Amagansett,NY,Suffolk County
11931,Aquebogue,NY,Suffolk County
11932,Bridgehampton,NY,Suffolk County
11933,Calverton,NY,Suffolk County
11934,Center Moriches,NY,Suffolk County
11935,Cutchogue,NY,Suffolk County
11937,East Hampton,NY,Suffolk County
11939,East Marion,NY,Suffolk County
11940,East Moriches,NY,Suffolk County
11941,Eastport,NY,Suffolk County
11942,East Quogue,NY,Suffolk County
11944,Greenport,NY,Suffolk County
11946,Hampton Bays,NY,Suffolk County
11947,Jamesport,NY,Suffolk County
11948,Laurel,NY,Suffolk County
11949,Manorville,NY,Suffolk County
11950,Mastic,NY,Suffolk County
11951,Mastic Beach,NY,Suffolk County
11952,Mattituck,NY,Suffolk County
11953,Middle Island,NY,Suffolk County
11954,Montauk,NY,Suffolk County
11955,Moriches,NY,Suffolk County
11956,New Suffolk,NY,Suffolk County
11957,Orient,NY,Suffolk County
11958,Peconic,NY,Suffolk County
11959,Quogue,NY,Suffolk County
11960,Remsenburg,NY,Suffolk County
11961,Ridge,NY,Suffolk County
11962,Sagaponack,NY,Suffolk County
11963,Sag Harbor,NY,Suffolk County
11964,Shelter Island,NY,Suffolk County
11965,Shelter Island Heights,NY,Suffolk County
11967,Shirley,NY,Suffolk County
11968,Southampton,NY,Suffolk County
11969,Southampton,NY,Suffolk County
11970,South Jamesport,NY,Suffolk County
11971,Southold,NY,Suffolk County
11972,Speonk,NY,Suffolk County
11973,Upton,NY,Suffolk County
11975,Wainscott,NY,Suffolk County
11976,Water Mill,NY,Suffolk County
11977,Westhampton,NY,Suffolk County
11978,Westhampton Beach,NY,Suffolk County
11980,Yaphank,NY,Suffolk County
12007,Alcove,NY,Albany County
12008,Alplaus,NY,Schenectady County
12009,Altamont,NY,Albany County
12010,Amsterdam,NY,Montgomery County
12015,Athens,NY,Greene County
12016,Auriesville,NY,Montgomery County
12017,Austerlitz,NY,Columbia County
12018,Averill Park,NY,Rensselaer County
12019,Ballston Lake,NY,Saratoga County
12020,Ballston Spa,NY,Saratoga County
12022,Berlin,NY,Rensselaer County
12023,Berne,NY,Albany County
12024,Brainard,NY,Columbia County
12025,Broadalbin,NY,Fulton County
12027,Burnt Hills,NY,Saratoga County
12028,Buskirk,NY,Rensselaer County
12029,Canaan,NY,Columbia County
12031,Carlisle,NY,Schoharie County
12032,Caroga Lake,NY,Fulton County
12033,Castleton On Hudson,NY,Rensselaer County
12035,Central Bridge,NY,Schoharie County
12036,Charlotteville,NY,Schoharie County
12037,Chatham,NY,Columbia County
12040,Cherry Plain,NY,Rensselaer County
12041,Clarksville,NY,Albany County
12042,Climax,NY,Greene County
12043,Cobleskill,NY,Schoharie County
12045,Coeymans,NY,Albany County
12046,Coeymans Hollow,NY,Albany County
12047,Cohoes,NY,Albany County
12050,Columbiaville,NY,Columbia County
12051,Coxsackie,NY,Greene County
12052,Cropseyville,NY,Rensselaer County
12053,Delanson,NY,Schenectady County
12054,Delmar,NY,Albany County
12055,Dormansville,NY,Albany County
12056,Duanesburg,NY,Schenectady County
12057,Eagle Bridge,NY,Washington County
12058,Earlton,NY,Greene County
12059,East Berne,NY,Albany County
12060,East Chatham,NY,Columbia County
12061,East Greenbush,NY,Rensselaer County
12062,East Nassau,NY,Rensselaer County
12063,East Schodack,NY,Rensselaer County
12064,East Worcester,NY,Otsego County
12065,Clifton Park,NY,Saratoga County
12066,Esperance,NY,Schoharie County
12067,Feura Bush,NY,Albany County
12068,Fonda,NY,Montgomery County
12069,Fort Hunter,NY,Montgomery County
12070,Fort Johnson,NY,Montgomery County
12071,Fultonham,NY,Schoharie County
12072,Fultonville,NY,Montgomery County
12073,Gallupville,NY,Schoharie County
12074,Galway,NY,Saratoga County
12075,Ghent,NY,Columbia County
12076,Gilboa,NY,Schoharie County
12077,Glenmont,NY,Albany County
12078,Gloversville,NY,Fulton County
12082,Grafton,NY,Rensselaer County
12083,Greenville,NY,Greene County
12084,Guilderland,NY,Albany County
12085,Guilderland Center,NY,Albany County
12086,Hagaman,NY,Montgomery County
12087,Hannacroix,NY,Greene County
12089,Hoosick,NY,Rensselaer County
12090,Hoosick Falls,NY,Rensselaer County
12092,Howes Cave,NY,Schoharie County
12093,Jefferson,NY,Schoharie County
12094,Johnsonville,NY,Rensselaer County
12095,Johnstown,NY,Fulton County
12106,Kinderhook,NY,Columbia County
12107,Knox,NY,Albany County
12108,Lake Pleasant,NY,Hamilton County
12110,Latham,NY,Albany County
12115,Malden Bridge,NY,Columbia County
12116,Maryland,NY,Otsego County
12117,Mayfield,NY,Fulton County
12118,Mechanicville,NY,Saratoga County
12120,Medusa,NY,Albany County
12121,Melrose,NY,Rensselaer County
12122,Middleburgh,NY,Schoharie County
12123,Nassau,NY,Rensselaer County
12124,New Baltimore,NY,Greene County
12125,New Lebanon,NY,Columbia County
12128,Newtonville,NY,Albany County
12130,Niverville,NY,Columbia County
12131,North Blenheim,NY,Schoharie County
12132,North Chatham,NY,Columbia County
12133,North Hoosick,NY,Rensselaer County
12134,Northville,NY,Fulton County
12136,Old Chatham,NY,Columbia County
12137,Pattersonville,NY,Schenectady County
12138,Petersburg,NY,Rensselaer County
12139,Piseco,NY,Hamilton County
12140,Poestenkill,NY,Rensselaer County
12141,Quaker Street,NY,Schenectady County
12143,Ravena,NY,Albany County
12144,Rensselaer,NY,Rensselaer County
12147,Rensselaerville,NY,Albany County
12148,Rexford,NY,Saratoga County
12149,Richmondville,NY,Schoharie County
